"mileage","engineRPM","ignition","malfunction","speed","VIN","engineCoolantTemperature","fuelLevel","altitude","heading","nbSat","latitude","longitude","compassX","accelZ","accelY","accelX","compassY","compassZ","date"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.55023276787198,11.524833984375,-3.630849609375,-3.630849609375,-0.55023276787198,-0.82971607853712,"1366482216352.4"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56425323543966,8.3155078125,-2.500400390625,-2.500400390625,-0.56425323543966,-0.8237273510068,"1366482216473.6"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56425323543966,8.3155078125,-2.500400390625,-2.500400390625,-0.56425323543966,-0.8237273510068,"1366482216594.3"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56335019496998,10.528505859375,-2.3375390625,-2.3375390625,-0.56335019496998,-0.82119124574471,"1366482216716.2"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56335019496998,10.528505859375,-2.3375390625,-2.3375390625,-0.56335019496998,-0.82119124574471,"1366482216834.2"
5344,1072,true,false,49,'1ZVBP8CF0D5267616',88,58.43137254902,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56335019496998,10.528505859375,-2.3375390625,-2.3375390625,-0.56335019496998,-0.82119124574471,"1366482216957"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.539325177775,8.574169921875,-3.113525390625,-3.113525390625,-0.539325177775,-0.83848211232208,"1366482217092.2"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.539325177775,8.574169921875,-3.113525390625,-3.113525390625,-0.539325177775,-0.83848211232208,"1366482217215.5"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-53.99,2.4128163656019,5,37.4837942,-122.2028997,-0.56058396378889,8.420888671875,-2.6441015625,-2.6441015625,-0.56058396378889,-0.82041667693191,"1366482217334"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.56058396378889,8.420888671875,-2.6441015625,-2.6441015625,-0.56058396378889,-0.82041667693191,"1366482217474.3"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.56058396378889,8.420888671875,-2.6441015625,-2.6441015625,-0.56058396378889,-0.82041667693191,"1366482217615.9"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.45800751901577,7.137158203125,-3.477568359375,-3.477568359375,-0.45800751901577,-0.88490509334368,"1366482217740.3"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.45800751901577,7.137158203125,-3.477568359375,-3.477568359375,-0.45800751901577,-0.88490509334368,"1366482217862.5"
5344,1052,true,false,49,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.5183126876389,8.286767578125,-3.9853125,-3.9853125,-0.5183126876389,-0.84577380424797,"1366482217982.6"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.5183126876389,8.286767578125,-3.9853125,-3.9853125,-0.5183126876389,-0.84577380424797,"1366482218104.7"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-52.6,2.2568527092818,5,37.4837636,-122.2028526,-0.55288765414836,8.363408203125,-2.212998046875,-2.212998046875,-0.55288765414836,-0.82180188281974,"1366482218226.5"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.55288765414836,8.363408203125,-2.212998046875,-2.212998046875,-0.55288765414836,-0.82180188281974,"1366482218344.1"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.55288765414836,8.363408203125,-2.212998046875,-2.212998046875,-0.55288765414836,-0.82180188281974,"1366482218464.9"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.56665945499719,7.941884765625,-4.205654296875,-4.205654296875,-0.56665945499719,-0.8164093629404,"1366482218591.1"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.56665945499719,7.941884765625,-4.205654296875,-4.205654296875,-0.56665945499719,-0.8164093629404,"1366482218726.5"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.56591555851748,9.120234375,-2.941083984375,-2.941083984375,-0.56591555851748,-0.81558418727519,"1366482218852"
5344,1009,true,false,48,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.56591555851748,9.120234375,-2.941083984375,-2.941083984375,-0.56591555851748,-0.81558418727519,"1366482218976.1"
5344,939,true,false,47,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.55803484291062,9.896220703125,-3.400927734375,-3.400927734375,-0.55803484291062,-0.82356815106141,"1366482219139.5"
5344,939,true,false,47,'1ZVBP8CF0D5267616',89,58.039215686275,-51.71,1.7907029892534,5,37.4837578,-122.2028199,-0.55803484291062,9.896220703125,-3.400927734375,-3.400927734375,-0.55803484291062,-0.82356815106141,"1366482219257.1"
5344,939,true,false,47,'1ZVBP8CF0D5267616',89,58.039215686275,-50.91,1.2315798182956,5,37.4837697,-122.2027774,-0.55803484291062,9.896220703125,-3.400927734375,-3.400927734375,-0.55803484291062,-0.82356815106141,"1366482219398"
5344,939,true,false,47,'1ZVBP8CF0D5267616',89,58.039215686275,-50.91,1.2315798182956,5,37.4837697,-122.2027774,-0.560177299286,9.992021484375,-4.061953125,-4.061953125,-0.560177299286,-0.8265553157297,"1366482219520.3"
